Order_ID,Order_Date,Year,Month,Month_Name,Year_Month,Customer_Name,Segment,Product_Name,Category,Region,Quantity,Discount,Sales,Profit,Profit_Margin_Pct,Sales_Band
ORD-00876,2024-06-27,2024,6,Jun,2024-06,Customer_161,Consumer,Monitor,Technology,East,7,0.0,120644.91,25478.97,21.12,High
ORD-01395,2024-06-27,2024,6,Jun,2024-06,Customer_012,Home Office,Notebook,Office Supplies,East,4,0.2,766.71,79.29,10.34,Low
ORD-00671,2024-06-27,2024,6,Jun,2024-06,Customer_257,Corporate,Keyboard,Technology,East,6,0.1,13955.18,1957.24,14.03,Medium
ORD-00407,2024-06-28,2024,6,Jun,2024-06,Customer_177,Consumer,Bookshelf,Furniture,West,3,0.05,20812.79,2463.61,11.84,Medium
ORD-00895,2024-06-28,2024,6,Jun,2024-06,Customer_042,Home Office,Printer Paper,Office Supplies,East,4,0.0,1873.59,529.65,28.27,Low
ORD-00037,2024-06-29,2024,6,Jun,2024-06,Customer_224,Consumer,Keyboard,Technology,East,7,0.2,12894.78,758.32,5.88,Medium
ORD-00522,2024-06-29,2024,6,Jun,2024-06,Customer_090,Home Office,Keyboard,Technology,South,6,0.05,13706.36,2719.97,19.84,Medium
ORD-01100,2024-06-29,2024,6,Jun,2024-06,Customer_096,Corporate,Pen Set,Office Supplies,South,3,0.2,398.42,37.62,9.44,Low
ORD-01463,2024-07-01,2024,7,Jul,2024-07,Customer_054,Home Office,Stapler,Office Supplies,East,1,0.05,279.36,71.03,25.43,Low
ORD-01185,2024-07-01,2024,7,Jul,2024-07,Customer_285,Corporate,Keyboard,Technology,East,7,0.1,14202.11,1708.35,12.03,Medium
ORD-00536,2024-07-01,2024,7,Jul,2024-07,Customer_093,Home Office,Headphones,Technology,North,6,0.05,18293.59,3259.73,17.82,Medium
ORD-00905,2024-07-01,2024,7,Jul,2024-07,Customer_288,Consumer,Keyboard,Technology,North,1,0.1,2236.27,259.99,11.63,Low
ORD-01396,2024-07-01,2024,7,Jul,2024-07,Customer_209,Corporate,Mouse,Technology,West,3,0.0,3509.23,718.52,20.48,Low
ORD-01351,2024-07-01,2024,7,Jul,2024-07,Customer_201,Home Office,Webcam,Technology,South,4,0.1,10017.03,1540.78,15.38,Medium
ORD-01117,2024-07-01,2024,7,Jul,2024-07,Customer_096,Corporate,Stapler,Office Supplies,East,4,0.1,1114.41,189.16,16.97,Low
ORD-00837,2024-07-02,2024,7,Jul,2024-07,Customer_247,Consumer,Laptop,Technology,West,5,0.15,277007.95,21705.15,7.84,Very High
ORD-00133,2024-07-03,2024,7,Jul,2024-07,Customer_256,Consumer,Office Chair,Furniture,North,1,0.15,8009.75,408.78,5.1,Low
ORD-01417,2024-07-03,2024,7,Jul,2024-07,Customer_092,Consumer,Folders,Office Supplies,North,4,0.15,734.97,131.93,17.95,Low
ORD-00434,2024-07-04,2024,7,Jul,2024-07,Customer_296,Consumer,Office Chair,Furniture,South,2,0.15,15660.42,1151.0,7.35,Medium
ORD-01093,2024-07-04,2024,7,Jul,2024-07,Customer_116,Consumer,Stapler,Office Supplies,North,3,0.05,889.24,198.05,22.27,Low
ORD-01408,2024-07-04,2024,7,Jul,2024-07,Customer_109,Corporate,Laptop,Technology,West,5,0.0,299374.9,73427.28,24.53,Very High
ORD-00605,2024-07-05,2024,7,Jul,2024-07,Customer_010,Home Office,Printer Paper,Office Supplies,South,5,0.2,1898.28,248.99,13.12,Low
ORD-00593,2024-07-05,2024,7,Jul,2024-07,Customer_208,Consumer,Bookshelf,Furniture,South,1,0.1,7078.58,758.2,10.71,Low
ORD-00311,2024-07-06,2024,7,Jul,2024-07,Customer_046,Corporate,Keyboard,Technology,South,1,0.05,2406.25,444.28,18.46,Low
ORD-00312,2024-07-06,2024,7,Jul,2024-07,Customer_236,Home Office,Table,Furniture,West,1,0.25,11210.09,-695.35,-6.2,Medium
ORD-00187,2024-07-06,2024,7,Jul,2024-07,Customer_279,Home Office,Stapler,Office Supplies,East,7,0.15,1845.31,338.17,18.33,Low
ORD-00157,2024-07-07,2024,7,Jul,2024-07,Customer_123,Corporate,Desk,Furniture,South,3,0.05,45452.28,5088.1,11.19,Medium
ORD-00108,2024-07-09,2024,7,Jul,2024-07,Customer_073,Consumer,Table,Furniture,East,5,0.1,65309.06,7098.85,10.87,High
ORD-00874,2024-07-09,2024,7,Jul,2024-07,Customer_124,Home Office,Desk,Furniture,South,4,0.2,46912.37,243.54,0.52,Medium
ORD-00928,2024-07-09,2024,7,Jul,2024-07,Customer_255,Corporate,Webcam,Technology,South,3,0.0,9626.18,2410.74,25.04,Low
ORD-00806,2024-07-10,2024,7,Jul,2024-07,Customer_015,Corporate,Cabinet,Furniture,East,4,0.15,39914.22,493.94,1.24,Medium
ORD-00563,2024-07-11,2024,7,Jul,2024-07,Customer_195,Consumer,Bookshelf,Furniture,North,3,0.1,19842.7,2381.31,12.0,Medium
ORD-00877,2024-07-11,2024,7,Jul,2024-07,Customer_075,Consumer,Headphones,Technology,South,6,0.25,14775.14,-201.54,-1.36,Medium
ORD-01432,2024-07-12,2024,7,Jul,2024-07,Customer_051,Corporate,Cabinet,Furniture,South,5,0.05,54854.77,5626.01,10.26,High
ORD-00579,2024-07-12,2024,7,Jul,2024-07,Customer_216,Consumer,Desk,Furniture,South,1,0.25,11630.33,-1133.48,-9.75,Medium
ORD-00227,2024-07-14,2024,7,Jul,2024-07,Customer_282,Corporate,Keyboard,Technology,East,5,0.05,12010.38,2309.92,19.23,Medium
ORD-01121,2024-07-15,2024,7,Jul,2024-07,Customer_180,Consumer,Folders,Office Supplies,South,4,0.0,840.69,235.05,27.96,Low
ORD-00485,2024-07-15,2024,7,Jul,2024-07,Customer_210,Consumer,Bookshelf,Furniture,North,3,0.25,16302.04,-1864.37,-11.44,Medium
ORD-01115,2024-07-16,2024,7,Jul,2024-07,Customer_242,Consumer,Keyboard,Technology,North,5,0.05,11835.57,2333.43,19.72,Medium
ORD-00944,2024-07-17,2024,7,Jul,2024-07,Customer_220,Consumer,Notebook,Office Supplies,West,6,0.0,1609.8,476.6,29.61,Low
ORD-01238,2024-07-17,2024,7,Jul,2024-07,Customer_298,Consumer,Printer Paper,Office Supplies,South,7,0.25,2162.11,60.49,2.8,Low
ORD-00567,2024-07-18,2024,7,Jul,2024-07,Customer_028,Consumer,Headphones,Technology,West,3,0.1,8803.94,1215.31,13.8,Low
ORD-00352,2024-07-18,2024,7,Jul,2024-07,Customer_262,Corporate,Notebook,Office Supplies,North,7,0.15,1365.65,200.32,14.67,Low
ORD-00723,2024-07-19,2024,7,Jul,2024-07,Customer_165,Corporate,Table,Furniture,East,5,0.15,54210.28,3299.72,6.09,High
ORD-01069,2024-07-19,2024,7,Jul,2024-07,Customer_273,Consumer,Keyboard,Technology,South,3,0.1,7312.12,949.54,12.99,Low
ORD-01032,2024-07-19,2024,7,Jul,2024-07,Customer_065,Consumer,Stapler,Office Supplies,West,2,0.05,572.71,151.31,26.42,Low
ORD-01052,2024-07-20,2024,7,Jul,2024-07,Customer_144,Corporate,Laptop,Technology,North,5,0.2,280649.71,-62.6,-0.02,Very High
ORD-00309,2024-07-20,2024,7,Jul,2024-07,Customer_013,Consumer,Office Chair,Furniture,West,6,0.1,46317.87,4479.28,9.67,Medium
ORD-00704,2024-07-20,2024,7,Jul,2024-07,Customer_143,Home Office,Office Chair,Furniture,East,5,0.05,40322.76,5559.73,13.79,Medium
ORD-01144,2024-07-21,2024,7,Jul,2024-07,Customer_233,Consumer,Webcam,Technology,West,6,0.15,15439.2,914.05,5.92,Medium
ORD-00551,2024-07-21,2024,7,Jul,2024-07,Customer_118,Consumer,Bookshelf,Furniture,East,6,0.15,38514.3,454.85,1.18,Medium
ORD-00695,2024-07-22,2024,7,Jul,2024-07,Customer_266,Corporate,Office Chair,Furniture,East,1,0.05,9020.58,1133.35,12.56,Low
ORD-01338,2024-07-22,2024,7,Jul,2024-07,Customer_190,Consumer,Notebook,Office Supplies,East,1,0.1,236.84,50.97,21.52,Low
ORD-00304,2024-07-22,2024,7,Jul,2024-07,Customer_114,Consumer,Notebook,Office Supplies,South,7,0.1,1524.29,321.64,21.1,Low
ORD-00600,2024-07-23,2024,7,Jul,2024-07,Customer_036,Corporate,Table,Furniture,West,7,0.2,73304.08,557.57,0.76,High
ORD-01212,2024-07-23,2024,7,Jul,2024-07,Customer_006,Home Office,Bookshelf,Furniture,North,1,0.0,8523.13,1505.84,17.67,Low
ORD-01387,2024-07-23,2024,7,Jul,2024-07,Customer_039,Consumer,Webcam,Technology,North,3,0.2,7810.77,18.74,0.24,Low
ORD-00790,2024-07-24,2024,7,Jul,2024-07,Customer_092,Home Office,Cabinet,Furniture,North,7,0.05,87054.9,10045.88,11.54,High
ORD-01164,2024-07-25,2024,7,Jul,2024-07,Customer_182,Consumer,Monitor,Technology,South,6,0.15,87314.87,9072.44,10.39,High
ORD-00194,2024-07-26,2024,7,Jul,2024-07,Customer_263,Consumer,Webcam,Technology,North,6,0.0,18073.65,4017.17,22.23,Medium
ORD-00245,2024-07-26,2024,7,Jul,2024-07,Customer_115,Corporate,Table,Furniture,North,5,0.25,56527.06,-4293.54,-7.6,High
ORD-00286,2024-07-27,2024,7,Jul,2024-07,Customer_254,Consumer,Stapler,Office Supplies,North,1,0.1,288.51,58.69,20.34,Low
ORD-00705,2024-07-28,2024,7,Jul,2024-07,Customer_189,Corporate,Headphones,Technology,South,7,0.2,18623.57,275.25,1.48,Medium
ORD-00642,2024-07-29,2024,7,Jul,2024-07,Customer_158,Corporate,Laptop,Technology,West,7,0.2,400118.06,22261.59,5.56,Very High
ORD-00701,2024-07-29,2024,7,Jul,2024-07,Customer_264,Consumer,Printer Paper,Office Supplies,East,7,0.15,2716.14,345.57,12.72,Low
ORD-00612,2024-07-30,2024,7,Jul,2024-07,Customer_003,Corporate,Folders,Office Supplies,West,7,0.05,1496.8,395.98,26.46,Low
ORD-00172,2024-07-30,2024,7,Jul,2024-07,Customer_170,Corporate,Cabinet,Furniture,West,1,0.1,11509.66,846.46,7.35,Medium
ORD-00236,2024-07-30,2024,7,Jul,2024-07,Customer_273,Corporate,Bookshelf,Furniture,North,2,0.2,12201.04,-79.05,-0.65,Medium
ORD-00793,2024-07-30,2024,7,Jul,2024-07,Customer_187,Home Office,Mouse,Technology,East,5,0.15,5053.89,494.91,9.79,Low
ORD-00218,2024-07-31,2024,7,Jul,2024-07,Customer_265,Corporate,Monitor,Technology,South,2,0.2,29998.99,1510.03,5.03,Medium
ORD-01428,2024-07-31,2024,7,Jul,2024-07,Customer_111,Consumer,Desk,Furniture,South,5,0.0,72839.22,13365.52,18.35,High
ORD-00912,2024-07-31,2024,7,Jul,2024-07,Customer_212,Consumer,Folders,Office Supplies,South,4,0.2,726.33,59.4,8.18,Low
ORD-01081,2024-08-02,2024,8,Aug,2024-08,Customer_132,Consumer,Folders,Office Supplies,North,1,0.05,225.05,60.81,27.02,Low
ORD-00365,2024-08-02,2024,8,Aug,2024-08,Customer_150,Corporate,Desk,Furniture,West,2,0.15,27795.01,1441.73,5.19,Medium
ORD-01070,2024-08-02,2024,8,Aug,2024-08,Customer_080,Corporate,Headphones,Technology,South,3,0.0,9787.53,2445.4,24.98,Low
ORD-00696,2024-08-02,2024,8,Aug,2024-08,Customer_133,Consumer,Notebook,Office Supplies,East,2,0.15,419.34,71.39,17.02,Low
ORD-00799,2024-08-03,2024,8,Aug,2024-08,Customer_185,Consumer,Mouse,Technology,North,7,0.1,8000.19,1019.76,12.75,Low
ORD-00597,2024-08-03,2024,8,Aug,2024-08,Customer_167,Corporate,Webcam,Technology,South,1,0.15,2797.79,198.78,7.1,Low
ORD-00565,2024-08-03,2024,8,Aug,2024-08,Customer_288,Consumer,Folders,Office Supplies,West,3,0.25,516.28,37.74,7.31,Low
ORD-00759,2024-08-03,2024,8,Aug,2024-08,Customer_085,Consumer,Webcam,Technology,East,7,0.1,17958.45,2585.01,14.39,Medium
ORD-00673,2024-08-04,2024,8,Aug,2024-08,Customer_129,Consumer,Laptop,Technology,West,4,0.0,252013.15,50826.2,20.17,Very High
ORD-01086,2024-08-06,2024,8,Aug,2024-08,Customer_122,Corporate,Folders,Office Supplies,East,4,0.15,822.52,98.79,12.01,Low
ORD-00691,2024-08-06,2024,8,Aug,2024-08,Customer_223,Corporate,Mouse,Technology,North,5,0.05,6072.26,1256.65,20.69,Low
ORD-00391,2024-08-06,2024,8,Aug,2024-08,Customer_101,Corporate,Notebook,Office Supplies,East,1,0.05,235.6,61.59,26.14,Low
ORD-00067,2024-08-07,2024,8,Aug,2024-08,Customer_210,Corporate,Webcam,Technology,East,4,0.15,11098.81,1200.47,10.82,Medium
ORD-00693,2024-08-08,2024,8,Aug,2024-08,Customer_197,Consumer,Keyboard,Technology,North,1,0.0,2637.71,629.4,23.86,Low
ORD-00847,2024-08-08,2024,8,Aug,2024-08,Customer_051,Corporate,Headphones,Technology,West,4,0.2,11910.69,-52.9,-0.44,Medium
ORD-00199,2024-08-08,2024,8,Aug,2024-08,Customer_014,Home Office,Headphones,Technology,East,3,0.25,8406.52,-68.73,-0.82,Low
ORD-00058,2024-08-08,2024,8,Aug,2024-08,Customer_235,Home Office,Keyboard,Technology,North,6,0.0,16491.1,3237.83,19.63,Medium
ORD-00724,2024-08-08,2024,8,Aug,2024-08,Customer_277,Consumer,Notebook,Office Supplies,West,2,0.1,461.12,96.43,20.91,Low
ORD-00635,2024-08-08,2024,8,Aug,2024-08,Customer_095,Consumer,Monitor,Technology,South,2,0.2,31173.05,1728.5,5.54,Medium
ORD-01430,2024-08-09,2024,8,Aug,2024-08,Customer_119,Consumer,Office Chair,Furniture,East,3,0.25,18958.34,-1469.1,-7.75,Medium
ORD-00805,2024-08-09,2024,8,Aug,2024-08,Customer_054,Consumer,Laptop,Technology,East,6,0.1,320893.29,51391.15,16.02,Very High
ORD-00268,2024-08-09,2024,8,Aug,2024-08,Customer_296,Consumer,Folders,Office Supplies,North,2,0.25,356.8,6.09,1.71,Low
ORD-00132,2024-08-10,2024,8,Aug,2024-08,Customer_030,Corporate,Office Chair,Furniture,West,3,0.2,22104.39,-629.4,-2.85,Medium
ORD-00587,2024-08-11,2024,8,Aug,2024-08,Customer_029,Home Office,Bookshelf,Furniture,South,5,0.15,35549.54,115.2,0.32,Medium
ORD-01020,2024-08-13,2024,8,Aug,2024-08,Customer_041,Corporate,Printer Paper,Office Supplies,North,4,0.05,1782.29,468.65,26.29,Low
ORD-00475,2024-08-15,2024,8,Aug,2024-08,Customer_131,Consumer,Laptop,Technology,West,7,0.15,410059.34,30629.61,7.47,Very High
ORD-01335,2024-08-15,2024,8,Aug,2024-08,Customer_002,Consumer,Mouse,Technology,East,6,0.2,5414.67,80.35,1.48,Low
ORD-00007,2024-08-16,2024,8,Aug,2024-08,Customer_242,Home Office,Cabinet,Furniture,North,4,0.1,41371.15,3127.12,7.56,Medium
ORD-00544,2024-08-16,2024,8,Aug,2024-08,Customer_007,Consumer,Monitor,Technology,North,2,0.0,37195.92,7882.33,21.19,Medium
ORD-00222,2024-08-17,2024,8,Aug,2024-08,Customer_040,Consumer,Stapler,Office Supplies,North,3,0.1,778.08,162.13,20.84,Low
ORD-00306,2024-08-17,2024,8,Aug,2024-08,Customer_230,Corporate,Printer Paper,Office Supplies,West,1,0.2,388.48,40.68,10.47,Low
ORD-01050,2024-08-17,2024,8,Aug,2024-08,Customer_102,Corporate,Laptop,Technology,South,1,0.1,55742.5,8861.99,15.9,High
ORD-00027,2024-08-18,2024,8,Aug,2024-08,Customer_199,Corporate,Mouse,Technology,South,3,0.1,2977.21,346.02,11.62,Low
ORD-00987,2024-08-19,2024,8,Aug,2024-08,Customer_246,Consumer,Stapler,Office Supplies,West,5,0.2,1274.03,82.7,6.49,Low
ORD-00114,2024-08-19,2024,8,Aug,2024-08,Customer_009,Consumer,Bookshelf,Furniture,East,7,0.05,48082.52,7690.37,15.99,Medium
ORD-00914,2024-08-20,2024,8,Aug,2024-08,Customer_181,Consumer,Cabinet,Furniture,West,3,0.2,30488.82,99.03,0.32,Medium
ORD-01452,2024-08-20,2024,8,Aug,2024-08,Customer_044,Corporate,Headphones,Technology,South,1,0.15,2900.68,230.53,7.95,Low
ORD-00163,2024-08-20,2024,8,Aug,2024-08,Customer_128,Consumer,Webcam,Technology,South,2,0.0,6206.72,1422.28,22.92,Low
ORD-01272,2024-08-21,2024,8,Aug,2024-08,Customer_057,Consumer,Desk,Furniture,West,1,0.25,11888.76,-947.89,-7.97,Medium
ORD-00645,2024-08-22,2024,8,Aug,2024-08,Customer_155,Corporate,Cabinet,Furniture,North,6,0.2,53245.61,353.04,0.66,High
ORD-00183,2024-08-22,2024,8,Aug,2024-08,Customer_031,Consumer,Office Chair,Furniture,East,7,0.2,51300.46,-688.0,-1.34,High
ORD-00269,2024-08-22,2024,8,Aug,2024-08,Customer_169,Corporate,Pen Set,Office Supplies,North,1,0.1,166.43,34.26,20.59,Low
ORD-00588,2024-08-22,2024,8,Aug,2024-08,Customer_232,Home Office,Bookshelf,Furniture,South,7,0.1,53100.0,5618.41,10.58,High
ORD-01394,2024-08-22,2024,8,Aug,2024-08,Customer_182,Consumer,Folders,Office Supplies,South,7,0.1,1455.18,288.74,19.84,Low
ORD-00140,2024-08-22,2024,8,Aug,2024-08,Customer_140,Corporate,Webcam,Technology,North,1,0.1,2717.22,421.22,15.5,Low
ORD-01377,2024-08-22,2024,8,Aug,2024-08,Customer_008,Corporate,Pen Set,Office Supplies,East,3,0.15,487.34,70.89,14.55,Low
ORD-00101,2024-08-23,2024,8,Aug,2024-08,Customer_263,Consumer,Pen Set,Office Supplies,South,3,0.05,519.31,116.53,22.44,Low
ORD-00526,2024-08-23,2024,8,Aug,2024-08,Customer_084,Corporate,Folders,Office Supplies,South,3,0.0,691.4,206.69,29.89,Low
ORD-00660,2024-08-23,2024,8,Aug,2024-08,Customer_041,Consumer,Printer Paper,Office Supplies,West,5,0.1,2003.37,399.11,19.92,Low
ORD-00819,2024-08-23,2024,8,Aug,2024-08,Customer_090,Home Office,Stapler,Office Supplies,West,3,0.05,921.07,212.9,23.11,Low
ORD-00719,2024-08-23,2024,8,Aug,2024-08,Customer_008,Corporate,Printer Paper,Office Supplies,South,4,0.0,1926.59,589.78,30.61,Low
ORD-00553,2024-08-24,2024,8,Aug,2024-08,Customer_078,Corporate,Webcam,Technology,East,1,0.15,2533.19,232.67,9.18,Low
ORD-00432,2024-08-26,2024,8,Aug,2024-08,Customer_118,Consumer,Laptop,Technology,East,3,0.2,155196.37,3023.69,1.95,Very High
ORD-00971,2024-08-26,2024,8,Aug,2024-08,Customer_175,Corporate,Desk,Furniture,West,5,0.15,64457.92,918.44,1.42,High
ORD-00879,2024-08-26,2024,8,Aug,2024-08,Customer_220,Home Office,Cabinet,Furniture,East,6,0.2,60145.48,-805.55,-1.34,High
ORD-00256,2024-08-29,2024,8,Aug,2024-08,Customer_257,Corporate,Folders,Office Supplies,East,5,0.0,1158.31,337.16,29.11,Low
ORD-00190,2024-08-29,2024,8,Aug,2024-08,Customer_112,Home Office,Cabinet,Furniture,West,7,0.15,68120.48,4188.64,6.15,High
ORD-00774,2024-08-29,2024,8,Aug,2024-08,Customer_219,Consumer,Headphones,Technology,East,5,0.1,14273.52,1447.96,10.14,Medium
ORD-00713,2024-08-30,2024,8,Aug,2024-08,Customer_057,Corporate,Monitor,Technology,North,4,0.25,49713.47,51.09,0.1,Medium
ORD-00834,2024-08-30,2024,8,Aug,2024-08,Customer_165,Corporate,Pen Set,Office Supplies,West,5,0.0,967.32,270.15,27.93,Low
ORD-00155,2024-08-31,2024,8,Aug,2024-08,Customer_274,Consumer,Cabinet,Furniture,West,3,0.25,28853.94,-3899.91,-13.52,Medium
ORD-00990,2024-08-31,2024,8,Aug,2024-08,Customer_079,Consumer,Bookshelf,Furniture,East,3,0.25,17312.29,-2334.72,-13.49,Medium
ORD-00270,2024-08-31,2024,8,Aug,2024-08,Customer_039,Consumer,Stapler,Office Supplies,West,4,0.05,1219.92,299.32,24.54,Low
ORD-01249,2024-09-01,2024,9,Sep,2024-09,Customer_192,Corporate,Printer Paper,Office Supplies,West,6,0.0,2786.43,833.14,29.9,Low
ORD-00604,2024-09-01,2024,9,Sep,2024-09,Customer_066,Consumer,Laptop,Technology,East,6,0.2,318439.97,15997.25,5.02,Very High
ORD-00246,2024-09-02,2024,9,Sep,2024-09,Customer_198,Corporate,Headphones,Technology,North,3,0.2,7601.08,355.94,4.68,Low
ORD-00423,2024-09-02,2024,9,Sep,2024-09,Customer_004,Consumer,Printer Paper,Office Supplies,North,4,0.05,1851.59,414.91,22.41,Low
ORD-00493,2024-09-02,2024,9,Sep,2024-09,Customer_227,Corporate,Webcam,Technology,North,5,0.05,15166.68,2522.88,16.63,Medium
ORD-00539,2024-09-03,2024,9,Sep,2024-09,Customer_190,Corporate,Printer Paper,Office Supplies,North,3,0.25,1105.91,28.89,2.61,Low
ORD-00974,2024-09-03,2024,9,Sep,2024-09,Customer_151,Consumer,Desk,Furniture,North,6,0.05,87794.58,13892.79,15.82,High
ORD-01004,2024-09-03,2024,9,Sep,2024-09,Customer_031,Consumer,Table,Furniture,West,5,0.1,64256.24,6877.58,10.7,High
ORD-01143,2024-09-04,2024,9,Sep,2024-09,Customer_144,Consumer,Office Chair,Furniture,North,4,0.05,37292.18,4950.38,13.27,Medium
ORD-00572,2024-09-04,2024,9,Sep,2024-09,Customer_215,Consumer,Printer Paper,Office Supplies,East,5,0.05,2287.92,589.85,25.78,Low
ORD-00128,2024-09-04,2024,9,Sep,2024-09,Customer_074,Home Office,Headphones,Technology,North,6,0.0,22064.72,4329.61,19.62,Medium
ORD-00364,2024-09-04,2024,9,Sep,2024-09,Customer_159,Consumer,Keyboard,Technology,East,1,0.1,2461.47,384.01,15.6,Low
ORD-00478,2024-09-05,2024,9,Sep,2024-09,Customer_048,Home Office,Printer Paper,Office Supplies,North,3,0.0,1350.81,364.85,27.01,Low
ORD-00608,2024-09-05,2024,9,Sep,2024-09,Customer_057,Consumer,Table,Furniture,South,2,0.1,26944.75,3238.32,12.02,Medium
ORD-00302,2024-09-06,2024,9,Sep,2024-09,Customer_156,Consumer,Folders,Office Supplies,South,1,0.1,185.25,35.71,19.28,Low
ORD-00918,2024-09-06,2024,9,Sep,2024-09,Customer_201,Corporate,Cabinet,Furniture,North,5,0.2,43969.41,622.32,1.42,Medium
ORD-00142,2024-09-06,2024,9,Sep,2024-09,Customer_187,Corporate,Office Chair,Furniture,West,5,0.2,38114.17,-52.61,-0.14,Medium
ORD-00760,2024-09-08,2024,9,Sep,2024-09,Customer_013,Consumer,Mouse,Technology,East,4,0.25,3532.96,-90.8,-2.57,Low
ORD-00481,2024-09-09,2024,9,Sep,2024-09,Customer_179,Corporate,Pen Set,Office Supplies,North,7,0.05,1156.38,266.36,23.03,Low
ORD-00882,2024-09-09,2024,9,Sep,2024-09,Customer_295,Corporate,Printer Paper,Office Supplies,West,5,0.1,1981.34,405.38,20.46,Low
ORD-01308,2024-09-09,2024,9,Sep,2024-09,Customer_157,Consumer,Laptop,Technology,North,5,0.25,242288.35,-18045.7,-7.45,Very High
ORD-00089,2024-09-09,2024,9,Sep,2024-09,Customer_013,Consumer,Stapler,Office Supplies,East,3,0.2,718.52,46.73,6.5,Low
ORD-00943,2024-09-11,2024,9,Sep,2024-09,Customer_081,Consumer,Folders,Office Supplies,West,7,0.0,1507.37,463.96,30.78,Low
ORD-00542,2024-09-11,2024,9,Sep,2024-09,Customer_067,Corporate,Office Chair,Furniture,West,1,0.05,7734.83,1243.51,16.08,Low
ORD-00299,2024-09-11,2024,9,Sep,2024-09,Customer_140,Corporate,Desk,Furniture,South,4,0.1,57808.33,4835.35,8.36,High
ORD-00968,2024-09-11,2024,9,Sep,2024-09,Customer_140,Corporate,Keyboard,Technology,North,7,0.25,13168.02,-400.92,-3.04,Medium
ORD-01055,2024-09-12,2024,9,Sep,2024-09,Customer_114,Consumer,Bookshelf,Furniture,South,5,0.25,27376.23,-1642.95,-6.0,Medium
ORD-00902,2024-09-12,2024,9,Sep,2024-09,Customer_048,Corporate,Table,Furniture,North,7,0.2,85487.86,297.42,0.35,High
ORD-00784,2024-09-12,2024,9,Sep,2024-09,Customer_266,Consumer,Laptop,Technology,South,1,0.25,52460.12,-540.99,-1.03,High
ORD-00794,2024-09-12,2024,9,Sep,2024-09,Customer_199,Consumer,Notebook,Office Supplies,South,2,0.2,384.22,43.05,11.2,Low
ORD-01245,2024-09-12,2024,9,Sep,2024-09,Customer_040,Corporate,Office Chair,Furniture,North,4,0.2,30042.28,470.96,1.57,Medium
ORD-00779,2024-09-13,2024,9,Sep,2024-09,Customer_134,Corporate,Headphones,Technology,South,5,0.0,17760.62,3633.03,20.46,Medium
ORD-00832,2024-09-13,2024,9,Sep,2024-09,Customer_209,Consumer,Desk,Furniture,South,4,0.2,50120.81,86.86,0.17,High
ORD-00244,2024-09-13,2024,9,Sep,2024-09,Customer_143,Corporate,Webcam,Technology,South,5,0.25,10336.07,-338.09,-3.27,Medium
ORD-00276,2024-09-14,2024,9,Sep,2024-09,Customer_006,Corporate,Notebook,Office Supplies,North,3,0.1,694.44,133.98,19.29,Low
ORD-00775,2024-09-14,2024,9,Sep,2024-09,Customer_147,Consumer,Office Chair,Furniture,North,7,0.2,45421.39,-2746.3,-6.05,Medium
ORD-00650,2024-09-16,2024,9,Sep,2024-09,Customer_295,Consumer,Printer Paper,Office Supplies,North,5,0.05,2233.99,570.15,25.52,Low
ORD-01363,2024-09-16,2024,9,Sep,2024-09,Customer_071,Home Office,Webcam,Technology,West,3,0.15,7020.58,327.66,4.67,Low
ORD-00318,2024-09-16,2024,9,Sep,2024-09,Customer_125,Consumer,Desk,Furniture,South,6,0.05,92312.22,14204.71,15.39,High
ORD-01027,2024-09-17,2024,9,Sep,2024-09,Customer_121,Consumer,Cabinet,Furniture,South,1,0.05,11000.84,1761.41,16.01,Medium
ORD-01296,2024-09-18,2024,9,Sep,2024-09,Customer_203,Corporate,Cabinet,Furniture,South,5,0.05,53765.12,8019.34,14.92,High
ORD-00869,2024-09-18,2024,9,Sep,2024-09,Customer_257,Consumer,Stapler,Office Supplies,East,1,0.05,258.38,61.42,23.77,Low
ORD-00643,2024-09-18,2024,9,Sep,2024-09,Customer_149,Consumer,Monitor,Technology,North,1,0.2,15179.21,949.15,6.25,Medium
ORD-01445,2024-09-19,2024,9,Sep,2024-09,Customer_090,Consumer,Table,Furniture,South,4,0.05,57037.5,9733.04,17.06,High
ORD-01292,2024-09-20,2024,9,Sep,2024-09,Customer_034,Consumer,Mouse,Technology,West,7,0.0,8172.92,1743.3,21.33,Low
ORD-00113,2024-09-20,2024,9,Sep,2024-09,Customer_096,Home Office,Folders,Office Supplies,North,2,0.2,359.09,43.24,12.04,Low
ORD-00072,2024-09-20,2024,9,Sep,2024-09,Customer_222,Corporate,Cabinet,Furniture,East,6,0.2,62450.58,-1579.87,-2.53,High
ORD-00706,2024-09-22,2024,9,Sep,2024-09,Customer_190,Corporate,Office Chair,Furniture,West,7,0.05,64139.36,10755.17,16.77,High
ORD-01366,2024-09-22,2024,9,Sep,2024-09,Customer_157,Corporate,Laptop,Technology,East,2,0.15,114367.92,12439.62,10.88,High
ORD-00054,2024-09-22,2024,9,Sep,2024-09,Customer_048,Consumer,Desk,Furniture,West,3,0.0,48925.15,9005.82,18.41,Medium
ORD-00340,2024-09-23,2024,9,Sep,2024-09,Customer_262,Consumer,Pen Set,Office Supplies,West,6,0.15,850.76,118.94,13.98,Low
ORD-00082,2024-09-24,2024,9,Sep,2024-09,Customer_102,Corporate,Office Chair,Furniture,East,7,0.2,50224.33,-2361.92,-4.7,High
