Order_ID,Order_Date,Customer_Name,Segment,Product_Name,Category,Region,Quantity,Discount,Sales,Profit
ORD-00262,2025-11-03,Customer_141,Consumer,Printer Paper,Office Supplies,East,4,0.25,1336.66,86.23
ORD-00263,2024-03-10,Customer_130,Consumer,Desk,Furniture,North,5,0.2,62801.6,839.27
ORD-00264,2024-04-22,Customer_051,Home Office,Mouse,Technology,West,7,0.15,6891.87,495.94
ORD-00265,2025-07-08,Customer_272,Consumer,Keyboard,Technology,South,2,0.1,4730.48,516.03
ORD-00266,2024-06-12,Customer_076,Consumer,Table,Furniture,West,3,0.05,40557.91,4167.86
ORD-00267,2025-01-19,Customer_258,Corporate,Webcam,Technology,North,6,0.25,12700.42,-538.18
ORD-00268,2024-08-09,Customer_296,Consumer,Folders,Office Supplies,North,2,0.25,356.8,6.09
ORD-00269,2024-08-22,Customer_169,Corporate,Pen Set,Office Supplies,North,1,0.1,166.43,34.26
ORD-00270,2024-08-31,Customer_039,Consumer,Stapler,Office Supplies,West,4,0.05,1219.92,299.32
ORD-00271,2025-07-08,Customer_007,Corporate,Monitor,Technology,North,2,0.05,31990.69,5397.12
ORD-00272,2024-02-17,Customer_175,Consumer,Pen Set,Office Supplies,East,7,0.0,1347.9,404.17
ORD-00273,2024-11-20,Customer_022,Consumer,Cabinet,Furniture,North,3,0.2,31063.98,468.96
ORD-00274,2025-10-21,Customer_046,Corporate,Office Chair,Furniture,East,5,0.05,44117.88,5352.29
ORD-00275,2025-11-26,Customer_091,Consumer,Mouse,Technology,West,4,0.1,4198.75,640.06
ORD-00276,2024-09-14,Customer_006,Corporate,Notebook,Office Supplies,North,3,0.1,694.44,133.98
ORD-00277,2025-08-14,Customer_031,Corporate,Cabinet,Furniture,East,1,0.1,11023.36,1184.29
ORD-00278,2024-06-12,Customer_125,Consumer,Laptop,Technology,West,2,0.0,138434.8,26778.43
ORD-00279,2025-11-09,Customer_278,Consumer,Desk,Furniture,East,3,0.25,30456.35,-3543.25
ORD-00280,2025-10-23,Customer_166,Home Office,Folders,Office Supplies,North,2,0.0,470.78,128.73
ORD-00281,2024-10-31,Customer_047,Corporate,Stapler,Office Supplies,South,4,0.2,878.4,73.31
ORD-00282,2024-12-10,Customer_094,Corporate,Webcam,Technology,East,4,0.25,9419.62,-274.11
ORD-00283,2024-06-09,Customer_283,Consumer,Notebook,Office Supplies,South,5,0.2,943.05,69.89
ORD-00284,2025-09-13,Customer_186,Consumer,Desk,Furniture,North,5,0.25,53526.31,-5899.03
ORD-00285,2024-04-19,Customer_203,Consumer,Table,Furniture,East,5,0.05,60797.55,8423.34
ORD-00286,2024-07-27,Customer_254,Consumer,Stapler,Office Supplies,North,1,0.1,288.51,58.69
ORD-00287,2025-04-20,Customer_266,Consumer,Folders,Office Supplies,South,3,0.1,551.43,122.54
ORD-00288,2024-02-04,Customer_042,Consumer,Headphones,Technology,North,4,0.1,12384.17,1632.44
ORD-00289,2024-01-24,Customer_113,Corporate,Monitor,Technology,South,3,0.15,42307.56,4994.3
ORD-00290,2024-11-29,Customer_244,Consumer,Desk,Furniture,South,6,0.1,81493.15,6688.36
ORD-00291,2025-01-11,Customer_127,Consumer,Laptop,Technology,East,6,0.0,412060.0,79277.86
ORD-00292,2025-03-15,Customer_086,Corporate,Laptop,Technology,West,7,0.2,373635.45,-3166.44
ORD-00293,2024-01-31,Customer_165,Consumer,Folders,Office Supplies,East,7,0.0,1489.58,375.24
ORD-00294,2024-11-26,Customer_098,Home Office,Laptop,Technology,North,4,0.1,256372.54,34629.57
ORD-00295,2024-02-07,Customer_080,Home Office,Laptop,Technology,North,7,0.1,375978.47,52120.61
ORD-00296,2025-01-01,Customer_078,Home Office,Webcam,Technology,East,7,0.1,20259.03,2773.89
ORD-00297,2025-09-16,Customer_160,Consumer,Monitor,Technology,South,3,0.25,37960.51,-891.18
ORD-00298,2024-10-13,Customer_205,Consumer,Laptop,Technology,South,6,0.05,383453.62,74575.33
ORD-00299,2024-09-11,Customer_140,Corporate,Desk,Furniture,South,4,0.1,57808.33,4835.35
ORD-00300,2025-10-19,Customer_012,Consumer,Monitor,Technology,North,6,0.1,89889.36,13615.21
ORD-00301,2024-04-05,Customer_282,Home Office,Stapler,Office Supplies,South,7,0.15,1860.1,257.56
ORD-00302,2024-09-06,Customer_156,Consumer,Folders,Office Supplies,South,1,0.1,185.25,35.71
ORD-00303,2025-11-08,Customer_012,Consumer,Office Chair,Furniture,North,2,0.0,17064.9,3324.78
ORD-00304,2024-07-22,Customer_114,Consumer,Notebook,Office Supplies,South,7,0.1,1524.29,321.64
ORD-00305,2024-01-19,Customer_227,Consumer,Laptop,Technology,East,3,0.25,158784.39,-6407.12
ORD-00306,2024-08-17,Customer_230,Corporate,Printer Paper,Office Supplies,West,1,0.2,388.48,40.68
ORD-00307,2025-08-11,Customer_279,Consumer,Headphones,Technology,East,1,0.0,3845.99,781.3
ORD-00308,2025-04-24,Customer_232,Consumer,Laptop,Technology,South,5,0.2,265325.33,-752.23
ORD-00309,2024-07-20,Customer_013,Consumer,Office Chair,Furniture,West,6,0.1,46317.87,4479.28
ORD-00310,2025-10-03,Customer_269,Consumer,Printer Paper,Office Supplies,North,7,0.1,2737.37,547.03
ORD-00311,2024-07-06,Customer_046,Corporate,Keyboard,Technology,South,1,0.05,2406.25,444.28
ORD-00312,2024-07-06,Customer_236,Home Office,Table,Furniture,West,1,0.25,11210.09,-695.35
ORD-00313,2024-05-04,Customer_176,Home Office,Printer Paper,Office Supplies,East,3,0.05,1392.69,369.67
ORD-00314,2025-06-10,Customer_180,Consumer,Bookshelf,Furniture,South,3,0.2,17539.3,-456.09
ORD-00315,2025-04-28,Customer_282,Consumer,Monitor,Technology,North,3,0.2,40486.82,1570.29
ORD-00316,2025-06-08,Customer_047,Consumer,Mouse,Technology,South,4,0.0,5279.77,1176.26
ORD-00317,2024-12-18,Customer_027,Home Office,Webcam,Technology,South,7,0.0,22804.46,4380.2
ORD-00318,2024-09-16,Customer_125,Consumer,Desk,Furniture,South,6,0.05,92312.22,14204.71
ORD-00319,2024-02-19,Customer_197,Consumer,Cabinet,Furniture,East,1,0.05,11754.45,1938.03
ORD-00320,2025-06-30,Customer_041,Home Office,Folders,Office Supplies,West,4,0.05,813.99,195.24
ORD-00321,2024-02-14,Customer_077,Consumer,Desk,Furniture,West,4,0.1,50727.16,5389.46
ORD-00322,2024-10-10,Customer_161,Consumer,Mouse,Technology,South,5,0.2,4683.71,85.12
ORD-00323,2025-01-16,Customer_239,Home Office,Webcam,Technology,South,7,0.0,20702.22,4298.3
ORD-00324,2024-11-30,Customer_169,Consumer,Table,Furniture,West,4,0.0,58817.02,10557.44
ORD-00325,2025-09-26,Customer_184,Corporate,Headphones,Technology,West,7,0.2,20942.42,-79.29
ORD-00326,2025-02-10,Customer_259,Consumer,Laptop,Technology,North,2,0.15,108736.92,11444.53
ORD-00327,2025-05-28,Customer_029,Consumer,Pen Set,Office Supplies,East,5,0.2,758.05,92.19
ORD-00328,2025-12-10,Customer_184,Corporate,Monitor,Technology,North,5,0.05,82065.04,17167.46
ORD-00329,2024-02-01,Customer_219,Consumer,Headphones,Technology,East,7,0.25,19317.65,-727.13
ORD-00330,2024-11-14,Customer_157,Consumer,Keyboard,Technology,West,6,0.1,13765.05,1455.38
ORD-00331,2024-02-27,Customer_055,Consumer,Table,Furniture,West,1,0.05,12734.68,2028.84
ORD-00332,2024-12-28,Customer_010,Home Office,Headphones,Technology,West,6,0.0,20593.75,5069.99
ORD-00333,2025-12-20,Customer_060,Consumer,Monitor,Technology,South,1,0.15,15293.87,1169.18
ORD-00334,2025-08-26,Customer_129,Consumer,Keyboard,Technology,South,6,0.15,13689.0,1258.4
ORD-00335,2024-02-20,Customer_021,Consumer,Bookshelf,Furniture,East,5,0.15,32558.81,586.91
ORD-00336,2025-09-21,Customer_027,Home Office,Laptop,Technology,West,1,0.0,59231.75,11723.95
ORD-00337,2025-02-04,Customer_239,Consumer,Pen Set,Office Supplies,South,2,0.1,324.04,54.67
ORD-00338,2025-08-29,Customer_144,Consumer,Office Chair,Furniture,East,3,0.2,22313.72,-896.74
ORD-00339,2024-11-01,Customer_157,Consumer,Pen Set,Office Supplies,West,3,0.1,469.17,99.68
ORD-00340,2024-09-23,Customer_262,Consumer,Pen Set,Office Supplies,West,6,0.15,850.76,118.94
ORD-00341,2024-06-22,Customer_003,Consumer,Folders,Office Supplies,North,4,0.0,926.16,233.33
ORD-00342,2025-06-30,Customer_178,Consumer,Laptop,Technology,South,6,0.2,303214.35,19147.1
ORD-00343,2025-12-24,Customer_057,Consumer,Mouse,Technology,North,3,0.0,3639.78,778.85
ORD-00344,2025-07-03,Customer_242,Home Office,Headphones,Technology,East,3,0.05,10086.48,1939.17
ORD-00345,2025-11-11,Customer_293,Corporate,Pen Set,Office Supplies,East,7,0.1,1142.49,229.44
ORD-00346,2024-06-21,Customer_021,Corporate,Office Chair,Furniture,South,1,0.25,6242.19,-417.71
ORD-00347,2024-03-11,Customer_218,Home Office,Stapler,Office Supplies,West,7,0.0,2180.58,594.03
ORD-00348,2025-08-27,Customer_176,Corporate,Headphones,Technology,North,7,0.05,24193.31,3603.15
ORD-00349,2025-04-29,Customer_227,Consumer,Mouse,Technology,North,5,0.25,4194.35,-63.92
ORD-00350,2024-12-17,Customer_015,Corporate,Printer Paper,Office Supplies,South,1,0.1,411.72,80.1
ORD-00351,2025-06-09,Customer_238,Corporate,Cabinet,Furniture,East,2,0.15,20553.03,556.95
ORD-00352,2024-07-18,Customer_262,Corporate,Notebook,Office Supplies,North,7,0.15,1365.65,200.32
ORD-00353,2025-06-19,Customer_179,Home Office,Monitor,Technology,North,3,0.15,44418.27,3833.24
ORD-00354,2025-06-12,Customer_111,Corporate,Folders,Office Supplies,North,2,0.0,408.58,121.63
ORD-00355,2025-11-20,Customer_071,Corporate,Keyboard,Technology,West,7,0.0,16934.07,3391.87
ORD-00356,2025-07-17,Customer_034,Home Office,Pen Set,Office Supplies,West,5,0.15,835.24,133.28
ORD-00357,2025-11-05,Customer_157,Home Office,Laptop,Technology,West,5,0.1,275636.85,30646.61
ORD-00358,2024-01-25,Customer_286,Corporate,Printer Paper,Office Supplies,North,6,0.2,2063.75,272.75
ORD-00359,2025-11-15,Customer_193,Corporate,Table,Furniture,East,6,0.1,74386.85,8675.51
ORD-00360,2024-06-18,Customer_044,Home Office,Laptop,Technology,East,3,0.05,187051.15,36972.3
ORD-00361,2025-02-15,Customer_188,Consumer,Office Chair,Furniture,South,6,0.25,37673.04,-4878.47
ORD-00362,2025-08-28,Customer_187,Corporate,Webcam,Technology,West,4,0.15,10588.61,1247.86
ORD-00363,2025-03-03,Customer_114,Corporate,Webcam,Technology,West,2,0.0,6011.68,1319.87
ORD-00364,2024-09-04,Customer_159,Consumer,Keyboard,Technology,East,1,0.1,2461.47,384.01
ORD-00365,2024-08-02,Customer_150,Corporate,Desk,Furniture,West,2,0.15,27795.01,1441.73
ORD-00366,2024-01-19,Customer_140,Consumer,Cabinet,Furniture,West,2,0.0,24564.81,4134.33
ORD-00367,2025-01-12,Customer_119,Corporate,Headphones,Technology,North,3,0.0,9659.9,2031.75
ORD-00368,2024-01-12,Customer_226,Corporate,Webcam,Technology,South,5,0.2,12108.49,189.46
ORD-00369,2025-09-19,Customer_278,Consumer,Headphones,Technology,West,1,0.0,3735.34,920.43
ORD-00370,2024-01-03,Customer_101,Consumer,Notebook,Office Supplies,South,7,0.0,1732.88,494.95
ORD-00371,2025-10-13,Customer_038,Corporate,Stapler,Office Supplies,East,7,0.05,2159.91,576.79
ORD-00372,2025-11-19,Customer_124,Home Office,Bookshelf,Furniture,West,4,0.15,26964.7,424.23
ORD-00373,2024-04-15,Customer_070,Corporate,Office Chair,Furniture,North,6,0.15,44534.23,242.9
ORD-00374,2024-12-25,Customer_082,Corporate,Folders,Office Supplies,East,1,0.1,186.02,32.91
ORD-00375,2025-10-20,Customer_288,Home Office,Table,Furniture,West,7,0.05,101140.57,13342.93
ORD-00376,2025-02-13,Customer_087,Consumer,Keyboard,Technology,East,1,0.05,2176.65,390.0
ORD-00377,2025-04-05,Customer_129,Corporate,Folders,Office Supplies,East,2,0.1,372.97,66.89
ORD-00378,2025-06-07,Customer_173,Corporate,Office Chair,Furniture,East,7,0.2,48293.79,-2718.58
ORD-00379,2025-08-06,Customer_254,Corporate,Cabinet,Furniture,West,2,0.25,17712.59,-2139.51
ORD-00380,2024-11-26,Customer_119,Home Office,Cabinet,Furniture,North,2,0.15,18792.24,1060.97
ORD-00381,2024-10-16,Customer_074,Consumer,Webcam,Technology,East,4,0.1,11460.56,1214.08
ORD-00382,2025-02-23,Customer_185,Consumer,Office Chair,Furniture,East,3,0.1,23807.41,2165.01
ORD-00383,2024-12-31,Customer_246,Consumer,Mouse,Technology,North,6,0.2,5577.27,8.67
ORD-00384,2024-04-22,Customer_086,Corporate,Table,Furniture,South,5,0.2,53074.4,-2072.83
ORD-00385,2025-01-08,Customer_115,Home Office,Monitor,Technology,South,3,0.2,47407.2,-200.93
ORD-00386,2025-08-21,Customer_118,Consumer,Laptop,Technology,West,7,0.2,377741.16,8478.87
ORD-00387,2025-08-15,Customer_141,Corporate,Keyboard,Technology,East,1,0.2,1891.98,95.94
ORD-00388,2025-12-10,Customer_075,Consumer,Cabinet,Furniture,West,3,0.0,38596.06,7640.02
ORD-00389,2025-12-24,Customer_167,Consumer,Mouse,Technology,East,3,0.1,3439.23,493.07
ORD-00390,2024-05-02,Customer_236,Corporate,Printer Paper,Office Supplies,South,6,0.0,2642.47,680.09
ORD-00391,2024-08-06,Customer_101,Corporate,Notebook,Office Supplies,East,1,0.05,235.6,61.59
ORD-00392,2025-05-30,Customer_028,Corporate,Mouse,Technology,South,7,0.2,6283.17,27.3
ORD-00393,2025-07-25,Customer_056,Consumer,Pen Set,Office Supplies,South,6,0.1,881.2,191.73
ORD-00394,2025-09-03,Customer_265,Consumer,Headphones,Technology,East,4,0.2,12028.09,114.54
ORD-00395,2025-01-18,Customer_276,Corporate,Cabinet,Furniture,East,6,0.0,69347.01,14427.43
ORD-00396,2024-11-21,Customer_253,Corporate,Table,Furniture,East,1,0.25,9789.74,-1170.17
ORD-00397,2024-02-05,Customer_107,Corporate,Webcam,Technology,North,5,0.15,12785.82,1278.46
ORD-00398,2024-03-26,Customer_192,Consumer,Office Chair,Furniture,South,1,0.05,8065.44,996.82
ORD-00399,2025-01-28,Customer_116,Home Office,Headphones,Technology,East,4,0.2,10248.31,64.49
ORD-00400,2025-09-10,Customer_189,Corporate,Webcam,Technology,West,4,0.05,11809.23,1903.49
ORD-00401,2024-12-25,Customer_179,Consumer,Table,Furniture,North,4,0.0,53141.37,10162.33
ORD-00402,2024-05-14,Customer_014,Consumer,Cabinet,Furniture,West,1,0.2,9971.53,126.88
ORD-00403,2025-02-11,Customer_180,Consumer,Office Chair,Furniture,South,6,0.1,52714.6,5501.05
ORD-00404,2024-02-09,Customer_295,Home Office,Stapler,Office Supplies,East,7,0.2,1668.31,200.47
ORD-00405,2025-06-21,Customer_136,Consumer,Folders,Office Supplies,East,7,0.1,1476.48,277.92
ORD-00406,2025-04-19,Customer_112,Consumer,Cabinet,Furniture,West,4,0.0,50754.63,9358.92
ORD-00407,2024-06-28,Customer_177,Consumer,Bookshelf,Furniture,West,3,0.05,20812.79,2463.61
ORD-00408,2024-10-04,Customer_245,Consumer,Pen Set,Office Supplies,East,3,0.05,539.47,116.23
ORD-00409,2024-11-11,Customer_138,Corporate,Cabinet,Furniture,West,1,0.1,10854.61,1109.07
ORD-00410,2024-10-29,Customer_124,Consumer,Office Chair,Furniture,South,6,0.1,52786.51,6476.54
ORD-00411,2024-11-30,Customer_075,Consumer,Stapler,Office Supplies,West,4,0.0,1132.03,331.67
ORD-00412,2025-01-21,Customer_049,Consumer,Keyboard,Technology,South,1,0.0,2524.84,582.39
ORD-00413,2024-06-10,Customer_283,Consumer,Bookshelf,Furniture,South,4,0.0,29611.9,6016.74
ORD-00414,2025-03-26,Customer_297,Corporate,Folders,Office Supplies,East,4,0.0,963.51,286.21
ORD-00415,2024-11-02,Customer_280,Consumer,Stapler,Office Supplies,East,4,0.0,1319.3,378.59
ORD-00416,2025-12-07,Customer_277,Consumer,Stapler,Office Supplies,South,3,0.15,796.27,140.71
ORD-00417,2025-05-06,Customer_047,Consumer,Bookshelf,Furniture,North,3,0.05,24416.03,4126.02
ORD-00418,2025-12-30,Customer_049,Consumer,Headphones,Technology,West,7,0.15,18992.36,1438.89
ORD-00419,2025-03-05,Customer_210,Consumer,Headphones,Technology,South,3,0.15,8403.13,653.08
ORD-00420,2025-05-01,Customer_097,Consumer,Folders,Office Supplies,West,6,0.0,1252.58,385.99
ORD-00421,2024-06-11,Customer_051,Home Office,Webcam,Technology,West,7,0.05,19623.93,3737.99
ORD-00422,2025-11-30,Customer_047,Home Office,Cabinet,Furniture,North,7,0.2,62468.41,-3679.22
ORD-00423,2024-09-02,Customer_004,Consumer,Printer Paper,Office Supplies,North,4,0.05,1851.59,414.91
ORD-00424,2024-03-14,Customer_078,Corporate,Table,Furniture,West,1,0.1,12147.55,1271.51
ORD-00425,2024-05-13,Customer_196,Consumer,Mouse,Technology,West,2,0.0,2606.69,572.54
ORD-00426,2025-04-22,Customer_215,Corporate,Table,Furniture,North,2,0.2,22908.95,-156.1
ORD-00427,2025-03-18,Customer_073,Consumer,Notebook,Office Supplies,East,6,0.0,1514.67,453.74
ORD-00428,2025-07-31,Customer_093,Home Office,Mouse,Technology,East,1,0.1,1093.61,147.87
ORD-00429,2024-06-02,Customer_030,Home Office,Stapler,Office Supplies,North,6,0.2,1467.1,173.66
ORD-00430,2024-03-02,Customer_177,Corporate,Headphones,Technology,North,5,0.0,16028.27,3275.34
ORD-00431,2025-10-11,Customer_210,Corporate,Monitor,Technology,South,4,0.05,71258.36,10653.92
ORD-00432,2024-08-26,Customer_118,Consumer,Laptop,Technology,East,3,0.2,155196.37,3023.69
ORD-00433,2024-04-13,Customer_258,Consumer,Monitor,Technology,South,6,0.15,89559.87,5469.46
ORD-00434,2024-07-04,Customer_296,Consumer,Office Chair,Furniture,South,2,0.15,15660.42,1151.0
ORD-00435,2025-04-08,Customer_278,Consumer,Monitor,Technology,East,2,0.2,28496.93,157.81
ORD-00436,2024-12-02,Customer_276,Corporate,Webcam,Technology,North,5,0.05,15351.69,3152.97
ORD-00437,2025-07-25,Customer_149,Corporate,Stapler,Office Supplies,North,7,0.15,1660.64,285.99
ORD-00438,2025-03-12,Customer_074,Consumer,Desk,Furniture,North,1,0.2,11697.41,-240.67
ORD-00439,2024-05-12,Customer_135,Corporate,Printer Paper,Office Supplies,East,1,0.0,491.76,128.75
ORD-00440,2025-09-26,Customer_102,Home Office,Cabinet,Furniture,North,5,0.15,52109.84,2775.01
ORD-00441,2024-03-24,Customer_235,Corporate,Monitor,Technology,North,3,0.2,41612.62,1996.98
ORD-00442,2025-02-03,Customer_263,Home Office,Bookshelf,Furniture,East,3,0.25,19260.94,-2580.36
ORD-00443,2024-02-04,Customer_118,Consumer,Keyboard,Technology,West,3,0.05,6654.67,992.74
ORD-00444,2025-12-01,Customer_193,Corporate,Monitor,Technology,North,3,0.15,44352.93,3175.82
ORD-00445,2025-11-15,Customer_077,Consumer,Office Chair,Furniture,North,5,0.15,39446.83,1540.51
ORD-00446,2024-04-26,Customer_082,Corporate,Cabinet,Furniture,North,6,0.05,63778.62,9465.83
ORD-00447,2024-11-27,Customer_058,Consumer,Pen Set,Office Supplies,West,5,0.1,749.88,140.91
ORD-00448,2024-11-07,Customer_030,Home Office,Folders,Office Supplies,North,4,0.0,918.96,243.49
ORD-00449,2024-02-11,Customer_113,Corporate,Table,Furniture,East,1,0.05,12430.24,1275.23
ORD-00450,2025-08-26,Customer_221,Corporate,Laptop,Technology,South,1,0.15,59210.7,6250.66
ORD-00451,2025-03-12,Customer_038,Consumer,Office Chair,Furniture,North,6,0.05,49573.75,8254.95
ORD-00452,2025-10-30,Customer_295,Consumer,Notebook,Office Supplies,West,6,0.25,1044.58,24.54
ORD-00453,2025-05-19,Customer_057,Consumer,Mouse,Technology,North,1,0.0,1224.99,232.3
ORD-00454,2025-06-02,Customer_204,Home Office,Cabinet,Furniture,North,4,0.0,51523.25,9731.56
ORD-00455,2025-01-05,Customer_078,Home Office,Notebook,Office Supplies,North,6,0.1,1261.92,288.11
ORD-00456,2025-06-14,Customer_043,Home Office,Notebook,Office Supplies,West,2,0.05,446.03,120.78
ORD-00457,2025-05-25,Customer_117,Corporate,Mouse,Technology,South,6,0.1,5953.95,936.57
ORD-00458,2025-07-09,Customer_276,Home Office,Table,Furniture,East,6,0.15,77515.25,3234.14
ORD-00459,2024-02-15,Customer_029,Consumer,Laptop,Technology,North,7,0.05,449649.86,71879.38
ORD-00460,2024-04-16,Customer_107,Corporate,Printer Paper,Office Supplies,East,2,0.0,860.51,249.34
ORD-00461,2025-08-15,Customer_209,Corporate,Pen Set,Office Supplies,East,3,0.0,573.25,154.66
ORD-00462,2025-04-18,Customer_132,Consumer,Office Chair,Furniture,South,2,0.0,18065.9,3725.99
ORD-00463,2024-04-06,Customer_086,Home Office,Office Chair,Furniture,North,2,0.05,16491.52,1803.21
ORD-00464,2025-11-01,Customer_035,Consumer,Printer Paper,Office Supplies,East,1,0.1,392.49,70.91
ORD-00465,2024-12-10,Customer_166,Home Office,Table,Furniture,South,4,0.05,53082.7,8959.94
ORD-00466,2024-03-15,Customer_170,Consumer,Headphones,Technology,North,2,0.0,6411.04,1331.97
ORD-00467,2024-12-14,Customer_069,Consumer,Laptop,Technology,North,1,0.05,65003.13,9704.2
ORD-00468,2025-12-01,Customer_193,Corporate,Laptop,Technology,West,2,0.15,115011.03,6771.28
ORD-00469,2025-01-24,Customer_032,Consumer,Keyboard,Technology,South,7,0.15,13487.49,1332.89
ORD-00470,2024-05-19,Customer_189,Corporate,Laptop,Technology,North,1,0.1,53705.01,7408.75
ORD-00471,2025-06-09,Customer_148,Corporate,Desk,Furniture,East,4,0.1,59036.01,4144.79
ORD-00472,2024-12-15,Customer_283,Consumer,Printer Paper,Office Supplies,West,1,0.05,406.63,86.14
ORD-00473,2024-02-04,Customer_008,Consumer,Headphones,Technology,South,2,0.15,5440.16,274.93
ORD-00474,2025-02-02,Customer_088,Corporate,Folders,Office Supplies,East,4,0.0,921.79,279.25
ORD-00475,2024-08-15,Customer_131,Consumer,Laptop,Technology,West,7,0.15,410059.34,30629.61
ORD-00476,2024-10-23,Customer_152,Home Office,Webcam,Technology,West,7,0.05,21722.14,4208.19
ORD-00477,2024-06-26,Customer_106,Consumer,Notebook,Office Supplies,North,2,0.1,484.48,103.34
ORD-00478,2024-09-05,Customer_048,Home Office,Printer Paper,Office Supplies,North,3,0.0,1350.81,364.85
ORD-00479,2025-03-06,Customer_118,Corporate,Stapler,Office Supplies,North,3,0.0,830.9,254.73
ORD-00480,2024-12-27,Customer_169,Consumer,Monitor,Technology,North,4,0.1,67106.14,8170.66
ORD-00481,2024-09-09,Customer_179,Corporate,Pen Set,Office Supplies,North,7,0.05,1156.38,266.36
ORD-00482,2024-04-08,Customer_268,Consumer,Mouse,Technology,South,1,0.0,1285.24,309.77
ORD-00483,2024-11-05,Customer_275,Consumer,Bookshelf,Furniture,East,5,0.1,39270.73,4101.16
ORD-00484,2025-11-04,Customer_061,Corporate,Webcam,Technology,South,4,0.15,10299.92,512.1
ORD-00485,2024-07-15,Customer_210,Consumer,Bookshelf,Furniture,North,3,0.25,16302.04,-1864.37
ORD-00486,2024-02-24,Customer_208,Consumer,Folders,Office Supplies,West,1,0.15,170.87,22.26
ORD-00487,2025-10-24,Customer_244,Home Office,Bookshelf,Furniture,South,6,0.1,41054.78,3631.43
ORD-00488,2025-04-25,Customer_154,Consumer,Notebook,Office Supplies,West,4,0.0,959.9,283.59
ORD-00489,2025-07-28,Customer_256,Consumer,Cabinet,Furniture,North,1,0.2,9297.16,-353.65
ORD-00490,2024-04-22,Customer_026,Corporate,Keyboard,Technology,South,5,0.2,10848.58,-0.93
ORD-00491,2025-02-11,Customer_075,Home Office,Printer Paper,Office Supplies,North,4,0.0,1822.3,528.22
ORD-00492,2024-01-06,Customer_080,Corporate,Desk,Furniture,South,3,0.05,38820.69,5675.91
ORD-00493,2024-09-02,Customer_227,Corporate,Webcam,Technology,North,5,0.05,15166.68,2522.88
ORD-00494,2024-01-01,Customer_298,Consumer,Printer Paper,Office Supplies,East,2,0.2,783.01,55.62
ORD-00495,2025-08-01,Customer_237,Consumer,Laptop,Technology,North,4,0.0,248986.36,50872.25
ORD-00496,2025-03-28,Customer_094,Consumer,Headphones,Technology,North,4,0.25,10372.35,-369.26
ORD-00497,2024-10-25,Customer_130,Corporate,Printer Paper,Office Supplies,South,5,0.2,1947.26,134.14
ORD-00498,2024-11-18,Customer_252,Corporate,Mouse,Technology,South,1,0.15,1060.8,67.91
ORD-00499,2025-06-28,Customer_150,Consumer,Headphones,Technology,South,5,0.15,13394.87,753.07
ORD-00500,2024-04-04,Customer_216,Home Office,Cabinet,Furniture,South,2,0.2,18785.44,-1015.25
ORD-00501,2025-02-20,Customer_194,Consumer,Printer Paper,Office Supplies,West,5,0.15,1938.17,296.88
ORD-00502,2025-05-12,Customer_288,Consumer,Table,Furniture,East,4,0.15,52245.18,-56.22
ORD-00503,2025-07-05,Customer_052,Corporate,Table,Furniture,West,6,0.1,79612.49,6955.63
ORD-00504,2024-03-21,Customer_152,Consumer,Table,Furniture,West,6,0.1,69681.83,7953.68
ORD-00505,2024-12-19,Customer_005,Consumer,Table,Furniture,West,7,0.1,82279.64,6083.55
ORD-00506,2024-06-15,Customer_047,Corporate,Headphones,Technology,East,6,0.05,21501.29,3785.32
ORD-00507,2024-06-13,Customer_142,Consumer,Table,Furniture,South,5,0.1,69270.36,8104.05
ORD-00508,2025-09-22,Customer_104,Corporate,Webcam,Technology,South,2,0.1,5175.87,582.78
ORD-00509,2025-11-06,Customer_155,Corporate,Printer Paper,Office Supplies,East,3,0.15,1148.4,144.16
ORD-00510,2025-12-11,Customer_259,Home Office,Notebook,Office Supplies,South,6,0.1,1441.04,306.03
ORD-00511,2024-04-12,Customer_134,Consumer,Headphones,Technology,West,7,0.05,22749.06,3592.57
ORD-00512,2025-06-28,Customer_230,Consumer,Desk,Furniture,East,1,0.2,11764.08,-508.72
ORD-00513,2025-08-07,Customer_146,Consumer,Table,Furniture,West,1,0.2,10735.41,-535.89
ORD-00514,2025-08-11,Customer_014,Consumer,Monitor,Technology,North,2,0.25,28995.07,-2083.38
ORD-00515,2024-11-15,Customer_040,Consumer,Webcam,Technology,North,2,0.1,5097.65,525.75
ORD-00516,2024-04-14,Customer_060,Consumer,Notebook,Office Supplies,East,5,0.05,1224.56,309.28
ORD-00517,2025-10-11,Customer_209,Corporate,Cabinet,Furniture,North,5,0.1,50325.18,5131.47
ORD-00518,2025-03-29,Customer_136,Consumer,Webcam,Technology,East,6,0.2,14885.12,301.71
ORD-00519,2025-05-05,Customer_057,Corporate,Folders,Office Supplies,North,2,0.0,480.93,131.92
ORD-00520,2025-03-05,Customer_247,Consumer,Printer Paper,Office Supplies,South,4,0.05,1814.15,435.43
ORD-00521,2024-01-23,Customer_053,Home Office,Desk,Furniture,East,5,0.0,78838.17,14966.41
ORD-00522,2024-06-29,Customer_090,Home Office,Keyboard,Technology,South,6,0.05,13706.36,2719.97
ORD-00523,2024-03-01,Customer_126,Consumer,Pen Set,Office Supplies,West,7,0.2,918.75,110.88
ORD-00524,2025-10-11,Customer_073,Corporate,Folders,Office Supplies,South,3,0.1,559.69,125.24
ORD-00525,2025-02-24,Customer_184,Consumer,Pen Set,Office Supplies,North,6,0.05,994.37,223.22
